# annotation_report_id,image metadata_id, observer_id, file_name, vehicle_state_id, latitude (ddmm.mmmmmm N), longitude (dddmm.mmmmmm W), altitude (m), depth (m), note_id, shape, text title, MouseDownX,MouseDownY,MouseUpX, MouseUpY, text state
#-------------------------------------
165050,350848,10,frame000505_1436665418_729104.ppm,357813,4049.007095N,06908.790984W,2.620000000000,64.343600000000,211414,point,Scallop,222,213,222,213,alive
165051,350852,10,frame000513_1436665420_630184.ppm,357817,4049.008711N,06908.790990W,2.557660000000,64.410000000000,211415,point,Scallop,400,98,400,98,alive
165051,350852,10,frame000513_1436665420_630184.ppm,357817,4049.008711N,06908.790990W,2.557660000000,64.410000000000,211416,point,Scallop,124,218,124,218,alive
165051,350852,10,frame000513_1436665420_630184.ppm,357817,4049.008711N,06908.790990W,2.557660000000,64.410000000000,211417,point,Scallop,518,401,518,401,dead
165052,350856,10,frame000521_1436665422_535391.ppm,357821,4049.009455N,06908.790984W,2.620000000000,64.420000000000,211418,point,Scallop,246,140,246,140,alive
165052,350856,10,frame000521_1436665422_535391.ppm,357821,4049.009455N,06908.790984W,2.620000000000,64.420000000000,211419,point,Scallop,303,308,303,308,alive
165053,350860,10,frame000529_1436665424_436633.ppm,357825,4049.011944N,06908.790969W,2.630000000000,64.460000000000,211420,point,Scallop,307,308,307,308,alive
165053,350860,10,frame000529_1436665424_436633.ppm,357825,4049.011944N,06908.790969W,2.630000000000,64.460000000000,211421,point,Scallop,203,25,203,25,alive
165054,350864,10,frame000537_1436665426_345684.ppm,357829,4049.013552N,06908.790964W,2.610000000000,64.500000000000,211422,point,Scallop,313,155,313,155,alive
165054,350864,10,frame000537_1436665426_345684.ppm,357829,4049.013552N,06908.790964W,2.610000000000,64.500000000000,211423,point,Scallop,515,508,515,508,alive
165055,350868,10,frame000545_1436665428_246893.ppm,357833,4049.013728N,06908.790964W,2.630000000000,64.518500000000,211424,point,Scallop,494,52,494,52,alive
165055,350868,10,frame000545_1436665428_246893.ppm,357833,4049.013728N,06908.790964W,2.630000000000,64.518500000000,211425,point,Scallop,264,122,264,122,alive
165055,350868,10,frame000545_1436665428_246893.ppm,357833,4049.013728N,06908.790964W,2.630000000000,64.518500000000,211426,point,Scallop,563,590,563,590,alive
165056,350872,10,frame000553_1436665430_148090.ppm,357837,4049.016802N,06908.791030W,2.580000000000,64.620000000000,211427,point,Scallop,699,98,699,98,alive
165057,350876,10,frame000561_1436665432_053179.ppm,357841,4049.018424N,06908.791035W,2.590760000000,64.650000000000,211428,point,Scallop,146,341,146,341,alive
165057,350876,10,frame000561_1436665432_053179.ppm,357841,4049.018424N,06908.791035W,2.590760000000,64.650000000000,211429,point,Scallop,739,143,739,143,alive
165057,350876,10,frame000561_1436665432_053179.ppm,357841,4049.018424N,06908.791035W,2.590760000000,64.650000000000,211430,point,Scallop,609,13,609,13,alive
165058,350880,10,frame000569_1436665433_958378.ppm,357845,4049.019986N,06908.790984W,2.580000000000,64.700000000000,211431,point,Scallop,266,57,266,57,alive
165059,350884,10,frame000577_1436665435_863592.ppm,357849,4049.021614N,06908.791000W,2.590000000000,64.730000000000,211432,point,Scallop,626,561,626,561,alive
165059,350884,10,frame000577_1436665435_863592.ppm,357849,4049.021614N,06908.791000W,2.590000000000,64.730000000000,211433,point,Scallop,138,374,138,374,alive
165059,350884,10,frame000577_1436665435_863592.ppm,357849,4049.021614N,06908.791000W,2.590000000000,64.730000000000,211434,point,Scallop,505,217,505,217,alive
165060,350888,10,frame000585_1436665437_764665.ppm,357853,4049.023212N,06908.791015W,2.600000000000,64.771600000000,211435,point,Scallop,202,240,202,240,alive
165060,350888,10,frame000585_1436665437_764665.ppm,357853,4049.023212N,06908.791015W,2.600000000000,64.771600000000,211436,point,Scallop,377,183,377,183,alive
165060,350888,10,frame000585_1436665437_764665.ppm,357853,4049.023212N,06908.791015W,2.600000000000,64.771600000000,211437,point,Scallop,669,105,669,105,alive
165062,350896,10,frame000601_1436665441_579077.ppm,357861,4049.026478N,06908.791035W,2.540000000000,64.870000000000,211438,point,Scallop,282,534,282,534,alive
165062,350896,10,frame000601_1436665441_579077.ppm,357861,4049.026478N,06908.791035W,2.540000000000,64.870000000000,211439,point,Scallop,598,96,598,96,alive
165062,350896,10,frame000601_1436665441_579077.ppm,357861,4049.026478N,06908.791035W,2.540000000000,64.870000000000,211440,point,Scallop,747,318,747,318,alive
165062,350896,10,frame000601_1436665441_579077.ppm,357861,4049.026478N,06908.791035W,2.540000000000,64.870000000000,211441,point,Scallop,785,520,785,520,alive
165063,350900,10,frame000609_1436665443_488160.ppm,357865,4049.028141N,06908.791025W,2.540000000000,64.870000000000,211442,point,Scallop,514,134,514,134,alive
165063,350900,10,frame000609_1436665443_488160.ppm,357865,4049.028141N,06908.791025W,2.540000000000,64.870000000000,211443,point,Scallop,349,542,349,542,alive
165063,350900,10,frame000609_1436665443_488160.ppm,357865,4049.028141N,06908.791025W,2.540000000000,64.870000000000,211444,point,Scallop,69,502,69,502,alive
165065,350908,10,frame000625_1436665447_294572.ppm,357873,4049.030914N,06908.791005W,2.540000000000,64.880000000000,211445,point,Scallop,249,281,249,281,alive
165065,350908,10,frame000625_1436665447_294572.ppm,357873,4049.030914N,06908.791005W,2.540000000000,64.880000000000,211446,point,Scallop,729,253,729,253,alive
165068,350920,10,frame000649_1436665453_010075.ppm,357885,4049.036268N,06908.790969W,2.519920000000,64.910000000000,211447,point,Dogfish shark,545,473,545,473,alive
165068,350920,10,frame000649_1436665453_010075.ppm,357885,4049.036268N,06908.790969W,2.519920000000,64.910000000000,211448,point,Scallop,546,267,546,267,alive
165068,350920,10,frame000649_1436665453_010075.ppm,357885,4049.036268N,06908.790969W,2.519920000000,64.910000000000,211449,point,Scallop,384,385,384,385,alive
165069,350924,10,frame000657_1436665454_919146.ppm,357889,4049.037879N,06908.790995W,2.520000000000,64.920000000000,211450,point,Scallop,558,446,558,446,alive
165070,350928,10,frame000665_1436665456_820362.ppm,357893,4049.039493N,06908.791025W,2.560000000000,64.914700000000,211451,point,Scallop,532,326,532,326,alive
165070,350928,10,frame000665_1436665456_820362.ppm,357893,4049.039493N,06908.791025W,2.560000000000,64.914700000000,211452,point,Scallop,686,403,686,403,alive
165070,350928,10,frame000665_1436665456_820362.ppm,357893,4049.039493N,06908.791025W,2.560000000000,64.914700000000,211453,point,Scallop,149,422,149,422,alive
165070,350928,10,frame000665_1436665456_820362.ppm,357893,4049.039493N,06908.791025W,2.560000000000,64.914700000000,211454,point,Scallop,120,274,120,274,dead
165071,350932,10,frame000673_1436665458_729559.ppm,357897,4049.041110N,06908.791025W,2.540000000000,64.920400000000,211455,point,Scallop,644,508,644,508,alive
165073,350940,10,frame000689_1436665462_543849.ppm,357905,4049.044317N,06908.790984W,2.540000000000,64.960000000000,211456,point,Scallop,656,509,656,509,alive
165073,350940,10,frame000689_1436665462_543849.ppm,357905,4049.044317N,06908.790984W,2.540000000000,64.960000000000,211457,point,Scallop,88,381,88,381,alive
165074,350944,10,frame000697_1436665464_445053.ppm,357909,4049.045936N,06908.790984W,2.540000000000,64.980000000000,211458,point,Scallop,452,515,452,515,alive
165074,350944,10,frame000697_1436665464_445053.ppm,357909,4049.045936N,06908.790984W,2.540000000000,64.980000000000,211459,point,Scallop,178,426,178,426,alive
165074,350944,10,frame000697_1436665464_445053.ppm,357909,4049.045936N,06908.790984W,2.540000000000,64.980000000000,211460,point,Scallop,39,44,39,44,alive
165075,350948,10,frame000705_1436665466_354135.ppm,357913,4049.047541N,06908.790979W,2.550000000000,65.000000000000,211461,point,Scallop,789,227,789,227,alive
165075,350948,10,frame000705_1436665466_354135.ppm,357913,4049.047541N,06908.790979W,2.550000000000,65.000000000000,211462,point,Scallop,211,87,211,87,dead
165076,350952,10,frame000713_1436665468_259341.ppm,357917,4049.049158N,06908.791040W,2.580000000000,65.030000000000,211463,point,Scallop,148,448,148,448,alive
165076,350952,10,frame000713_1436665468_259341.ppm,357917,4049.049158N,06908.791040W,2.580000000000,65.030000000000,211464,point,Scallop,671,391,671,391,alive
165076,350952,10,frame000713_1436665468_259341.ppm,357917,4049.049158N,06908.791040W,2.580000000000,65.030000000000,211465,point,Scallop,754,458,754,458,alive
165077,350956,10,frame000721_1436665470_164547.ppm,357921,4049.050778N,06908.791010W,2.510000000000,65.063700000000,211466,point,Scallop,50,28,50,28,alive
165077,350956,10,frame000721_1436665470_164547.ppm,357921,4049.050778N,06908.791010W,2.510000000000,65.063700000000,211467,point,Scallop,84,117,84,117,alive
165077,350956,10,frame000721_1436665470_164547.ppm,357921,4049.050778N,06908.791010W,2.510000000000,65.063700000000,211468,point,Scallop,133,375,133,375,alive
165078,350960,10,frame000729_1436665472_073635.ppm,357925,4049.052312N,06908.791000W,2.540000000000,65.070000000000,211469,point,Scallop,39,413,39,413,alive
165078,350960,10,frame000729_1436665472_073635.ppm,357925,4049.052312N,06908.791000W,2.540000000000,65.070000000000,211470,point,Scallop,567,28,567,28,alive
165080,350968,10,frame000745_1436665475_884185.ppm,357933,4049.055638N,06908.791015W,2.550000000000,65.100000000000,211471,point,Dogfish shark,324,583,324,583,alive
165080,350968,10,frame000745_1436665475_884185.ppm,357933,4049.055638N,06908.791015W,2.550000000000,65.100000000000,211472,point,Scallop,751,48,751,48,alive
165080,350968,10,frame000745_1436665475_884185.ppm,357933,4049.055638N,06908.791015W,2.550000000000,65.100000000000,211473,point,Scallop,795,455,795,455,alive
165080,350968,10,frame000745_1436665475_884185.ppm,357933,4049.055638N,06908.791015W,2.550000000000,65.100000000000,211474,point,Scallop,637,497,637,497,alive
165080,350968,10,frame000745_1436665475_884185.ppm,357933,4049.055638N,06908.791015W,2.550000000000,65.100000000000,211475,point,Scallop,306,503,306,503,alive
165081,350972,10,frame000753_1436665477_789122.ppm,357937,4049.057227N,06908.791025W,2.520000000000,65.130000000000,211476,point,Scallop,716,295,716,295,alive
165083,350980,10,frame000769_1436665481_603535.ppm,357945,4049.060504N,06908.791000W,2.560000000000,65.100000000000,211477,point,Scallop,673,70,673,70,dead
165083,350980,10,frame000769_1436665481_603535.ppm,357945,4049.060504N,06908.791000W,2.560000000000,65.100000000000,211478,point,Scallop,61,81,61,81,dead
165083,350980,10,frame000769_1436665481_603535.ppm,357945,4049.060504N,06908.791000W,2.560000000000,65.100000000000,211479,point,Scallop,398,563,398,563,alive
165085,350988,10,frame000785_1436665485_409824.ppm,357953,4049.063753N,06908.790979W,2.570000000000,65.150000000000,211480,point,Scallop,632,521,632,521,alive
165085,350988,10,frame000785_1436665485_409824.ppm,357953,4049.063753N,06908.790979W,2.570000000000,65.150000000000,211481,point,Scallop,417,595,417,595,alive
165090,351008,10,frame000825_1436665494_939604.ppm,357973,4049.071900N,06908.790984W,2.540000000000,65.200000000000,211482,point,Scallop,334,508,334,508,alive
165090,351008,10,frame000825_1436665494_939604.ppm,357973,4049.071900N,06908.790984W,2.540000000000,65.200000000000,211483,point,Scallop,29,562,29,562,alive
165090,351008,10,frame000825_1436665494_939604.ppm,357973,4049.071900N,06908.790984W,2.540000000000,65.200000000000,211484,point,Scallop,284,148,284,148,alive
165092,351016,10,frame000841_1436665498_754016.ppm,357981,4049.075115N,06908.790964W,2.490000000000,65.189000000000,211485,point,Scallop,322,92,322,92,alive
165093,351020,10,frame000849_1436665500_655098.ppm,357985,4049.076763N,06908.790959W,2.510000000000,65.180100000000,211486,point,Scallop,693,402,693,402,alive
165093,351020,10,frame000849_1436665500_655098.ppm,357985,4049.076763N,06908.790959W,2.510000000000,65.180100000000,211487,point,Scallop,243,177,243,177,dead
165093,351020,10,frame000849_1436665500_655098.ppm,357985,4049.076763N,06908.790959W,2.510000000000,65.180100000000,211488,point,Scallop,212,299,212,299,alive
165093,351020,10,frame000849_1436665500_655098.ppm,357985,4049.076763N,06908.790959W,2.510000000000,65.180100000000,211489,point,Scallop,85,19,85,19,alive
165093,351020,10,frame000849_1436665500_655098.ppm,357985,4049.076763N,06908.790959W,2.510000000000,65.180100000000,211490,point,Scallop,649,177,649,177,alive
165094,351024,10,frame000857_1436665502_560309.ppm,357989,4049.078049N,06908.791000W,2.490000000000,65.190000000000,211491,point,Scallop,494,264,494,264,alive
165094,351024,10,frame000857_1436665502_560309.ppm,357989,4049.078049N,06908.791000W,2.490000000000,65.190000000000,211492,point,Scallop,639,158,639,158,alive
165094,351024,10,frame000857_1436665502_560309.ppm,357989,4049.078049N,06908.791000W,2.490000000000,65.190000000000,211493,point,Scallop,593,99,593,99,alive
165094,351024,10,frame000857_1436665502_560309.ppm,357989,4049.078049N,06908.791000W,2.490000000000,65.190000000000,211494,point,Scallop,627,443,627,443,alive
165094,351024,10,frame000857_1436665502_560309.ppm,357989,4049.078049N,06908.791000W,2.490000000000,65.190000000000,211495,point,Scallop,498,543,498,543,alive
165094,351024,10,frame000857_1436665502_560309.ppm,357989,4049.078049N,06908.791000W,2.490000000000,65.190000000000,211496,point,Scallop,352,586,352,586,alive
165095,351028,10,frame000865_1436665504_465510.ppm,357993,4049.080000N,06908.791030W,2.471730000000,65.150000000000,211497,point,Scallop,310,480,310,480,alive
165096,351032,10,frame000873_1436665506_370591.ppm,357997,4049.081608N,06908.791080W,2.500000000000,65.120000000000,211498,point,Scallop,698,39,698,39,alive
165096,351032,10,frame000873_1436665506_370591.ppm,357997,4049.081608N,06908.791080W,2.500000000000,65.120000000000,211499,point,Scallop,348,215,348,215,alive
165097,351036,10,frame000881_1436665508_279804.ppm,358001,4049.083247N,06908.791075W,2.508610000000,65.120000000000,211500,point,Scallop,426,483,426,483,alive
165098,351040,10,frame000889_1436665510_185004.ppm,358005,4049.084857N,06908.791006W,2.510000000000,65.140000000000,211501,point,Scallop,199,81,199,81,alive
165099,351044,10,frame000897_1436665512_090085.ppm,358009,4049.086453N,06908.790984W,2.500000000000,65.150000000000,211502,point,Scallop,635,354,635,354,alive
165099,351044,10,frame000897_1436665512_090085.ppm,358009,4049.086453N,06908.790984W,2.500000000000,65.150000000000,211503,point,Scallop,659,259,659,259,alive
165099,351044,10,frame000897_1436665512_090085.ppm,358009,4049.086453N,06908.790984W,2.500000000000,65.150000000000,211504,point,Scallop,779,180,779,180,alive
165100,351048,10,frame000905_1436665513_995292.ppm,358013,4049.088059N,06908.791045W,2.500000000000,65.140000000000,211505,point,Scallop,449,43,449,43,alive
165100,351048,10,frame000905_1436665513_995292.ppm,358013,4049.088059N,06908.791045W,2.500000000000,65.140000000000,211506,point,Scallop,33,278,33,278,alive
