# annotation_report_id,image metadata_id, observer_id, file_name, vehicle_state_id, latitude (ddmm.mmmmmm N), longitude (dddmm.mmmmmm W), altitude (m), depth (m), note_id, shape, text title, MouseDownX,MouseDownY,MouseUpX, MouseUpY, text state
#-------------------------------------
165022,350736,10,frame000281_1436665365_396459.ppm,357701,4048.961886N,06908.790929W,2.540000000000,63.370000000000,211370,point,Scallop,481,26,556,104,alive
165022,350736,10,frame000281_1436665365_396459.ppm,357701,4048.961886N,06908.790929W,2.540000000000,63.370000000000,211371,point,Scallop,1236,412,1299,480,alive
165022,350736,10,frame000281_1436665365_396459.ppm,357701,4048.961886N,06908.790929W,2.540000000000,63.370000000000,211372,point,Scallop,287,16,327,59,alive
165024,350744,10,frame000297_1436665369_194740.ppm,357709,4048.965079N,06908.790901W,2.591260000000,63.420000000000,211373,point,Scallop,47,830,105,887,alive
165026,350752,10,frame000313_1436665373_001152.ppm,357717,4048.968300N,06908.790939W,2.560000000000,63.500000000000,211374,point,Scallop,716,319,787,391,alive
165027,350756,10,frame000321_1436665374_906240.ppm,357721,4048.969910N,06908.790959W,2.540000000000,63.520000000000,211375,point,Scallop,523,444,587,507,alive
165027,350756,10,frame000321_1436665374_906240.ppm,357721,4048.969910N,06908.790959W,2.540000000000,63.520000000000,211376,point,Scallop,610,815,683,887,dead
165028,350760,10,frame000329_1436665376_811440.ppm,357725,4048.970982N,06908.790934W,2.540000000000,63.520000000000,211377,point,Scallop,359,685,443,770,alive
165028,350760,10,frame000329_1436665376_811440.ppm,357725,4048.970982N,06908.790934W,2.540000000000,63.520000000000,211378,point,Scallop,463,696,543,778,alive
165028,350760,10,frame000329_1436665376_811440.ppm,357725,4048.970982N,06908.790934W,2.540000000000,63.520000000000,211379,point,Scallop,1043,874,1116,952,alive
165030,350768,10,frame000345_1436665380_625728.ppm,357733,4048.974747N,06908.790924W,2.560000000000,63.571900000000,211380,point,Scallop,115,220,194,301,alive
165030,350768,10,frame000345_1436665380_625728.ppm,357733,4048.974747N,06908.790924W,2.560000000000,63.571900000000,211381,point,Scallop,842,265,900,324,alive
165030,350768,10,frame000345_1436665380_625728.ppm,357733,4048.974747N,06908.790924W,2.560000000000,63.571900000000,211382,point,Scallop,978,820,1044,886,alive
165032,350776,10,frame000361_1436665384_432141.ppm,357741,4048.977962N,06908.790939W,2.571380000000,63.640000000000,211383,point,Scallop,853,180,921,253,alive
165032,350776,10,frame000361_1436665384_432141.ppm,357741,4048.977962N,06908.790939W,2.571380000000,63.640000000000,211384,point,Scallop,1225,278,1288,341,alive
165033,350780,10,frame000369_1436665386_341228.ppm,357745,,,0.000000000000,0.000000000000,211385,point,Scallop,274,433,346,511,alive
165034,350784,10,frame000377_1436665388_242428.ppm,357749,4048.979497N,06908.790944W,2.590760000000,63.640000000000,211386,point,Scallop,673,515,743,583,alive
165034,350784,10,frame000377_1436665388_242428.ppm,357749,4048.979497N,06908.790944W,2.590760000000,63.640000000000,211387,point,Scallop,230,122,300,200,alive
165035,350788,10,frame000385_1436665390_147634.ppm,357753,4048.982822N,06908.790959W,2.610000000000,63.720000000000,211388,point,Scallop,982,208,1045,276,alive
165035,350788,10,frame000385_1436665390_147634.ppm,357753,4048.982822N,06908.790959W,2.610000000000,63.720000000000,211389,point,Scallop,1062,577,1128,641,alive
165036,350792,10,frame000393_1436665392_048722.ppm,357757,4048.984451N,06908.790990W,2.621480000000,63.760000000000,211390,point,Scallop,277,871,349,949,alive
165036,350792,10,frame000393_1436665392_048722.ppm,357757,4048.984451N,06908.790990W,2.621480000000,63.760000000000,211391,point,Scallop,495,672,536,715,alive
165037,350796,10,frame000401_1436665393_957922.ppm,357761,4048.986092N,06908.790984W,2.570000000000,63.790000000000,211392,point,Scallop,785,790,848,853,alive
165037,350796,10,frame000401_1436665393_957922.ppm,357761,4048.986092N,06908.790984W,2.570000000000,63.790000000000,211393,point,Scallop,99,907,178,979,alive
165037,350796,10,frame000401_1436665393_957922.ppm,357761,4048.986092N,06908.790984W,2.570000000000,63.790000000000,211394,point,Scallop,284,133,370,224,alive
165038,350800,10,frame000409_1436665395_863129.ppm,357765,4048.987708N,06908.791000W,2.574600000000,63.820000000000,211395,point,Scallop,1072,323,1151,411,alive
165039,350804,10,frame000417_1436665397_768209.ppm,357769,4048.988075N,06908.790996W,2.570000000000,63.820000000000,211396,point,Scallop,512,277,586,352,alive
165039,350804,10,frame000417_1436665397_768209.ppm,357769,4048.988075N,06908.790996W,2.570000000000,63.820000000000,211397,point,Scallop,1189,33,1252,102,alive
165040,350808,10,frame000425_1436665399_669416.ppm,357773,4048.990910N,06908.790964W,2.580000000000,63.900000000000,211398,point,Scallop,444,117,507,186,alive
165040,350808,10,frame000425_1436665399_669416.ppm,357773,4048.990910N,06908.790964W,2.580000000000,63.900000000000,211399,point,Scallop,415,2,497,68,dead
165040,350808,10,frame000425_1436665399_669416.ppm,357773,4048.990910N,06908.790964W,2.580000000000,63.900000000000,211400,point,Scallop,1002,688,1087,772,dead
165041,350812,10,frame000433_1436665401_574628.ppm,357777,4048.992307N,06908.790979W,2.600000000000,63.920000000000,211401,point,Scallop,916,648,978,714,alive
165041,350812,10,frame000433_1436665401_574628.ppm,357777,4048.992307N,06908.790979W,2.600000000000,63.920000000000,211402,point,Scallop,763,848,837,925,dead
165042,350816,10,frame000441_1436665403_475703.ppm,357781,4048.992332N,06908.790979W,2.600000000000,63.920000000000,211403,point,Scallop,1127,660,1208,742,alive
165043,350820,10,frame000449_1436665405_380909.ppm,357785,4048.995798N,06908.790995W,2.640000000000,63.990000000000,211404,point,Scallop,549,581,613,651,alive
165043,350820,10,frame000449_1436665405_380909.ppm,357785,4048.995798N,06908.790995W,2.640000000000,63.990000000000,211405,point,Scallop,1099,695,1174,775,dead
165044,350824,10,frame000457_1436665407_286121.ppm,357789,4048.996670N,06908.791000W,2.630000000000,64.010000000000,211406,point,Scallop,786,182,864,266,alive
165044,350824,10,frame000457_1436665407_286121.ppm,357789,4048.996670N,06908.791000W,2.630000000000,64.010000000000,211407,point,Scallop,1217,45,1289,130,alive
165046,350832,10,frame000473_1436665411_096403.ppm,357797,4049.000641N,06908.790964W,2.660000000000,64.140000000000,211408,point,Scallop,445,460,511,527,alive
165047,350836,10,frame000481_1436665413_001615.ppm,357801,4049.002271N,06908.790959W,2.610000000000,64.200000000000,211409,point,Scallop,894,543,971,616,alive
165047,350836,10,frame000481_1436665413_001615.ppm,357801,4049.002271N,06908.790959W,2.610000000000,64.200000000000,211410,point,Dogfish shark,149,582,149,582,alive
165047,350836,10,frame000481_1436665413_001615.ppm,357801,4049.002271N,06908.790959W,2.610000000000,64.200000000000,211411,point,Scallop,625,100,668,144,alive
165048,350840,10,frame000489_1436665414_910691.ppm,357805,4049.003867N,06908.790969W,2.580000000000,64.270000000000,211412,point,Scallop,1102,268,1169,330,dead
165049,350844,10,frame000497_1436665416_819896.ppm,357809,4049.005196N,06908.790954W,2.630000000000,64.310000000000,211413,point,Scallop,485,650,552,710,alive
165050,350848,10,frame000505_1436665418_729104.ppm,357813,4049.007095N,06908.790984W,2.620000000000,64.343600000000,211414,point,Scallop,336,312,415,386,alive
165051,350852,10,frame000513_1436665420_630184.ppm,357817,4049.008711N,06908.790990W,2.557660000000,64.410000000000,211415,point,Scallop,613,133,665,182,alive
165051,350852,10,frame000513_1436665420_630184.ppm,357817,4049.008711N,06908.790990W,2.557660000000,64.410000000000,211416,point,Scallop,150,318,215,385,alive
165051,350852,10,frame000513_1436665420_630184.ppm,357817,4049.008711N,06908.790990W,2.557660000000,64.410000000000,211417,point,Scallop,773,612,849,690,dead
165052,350856,10,frame000521_1436665422_535391.ppm,357821,4049.009455N,06908.790984W,2.620000000000,64.420000000000,211418,point,Scallop,362,178,442,262,alive
165052,350856,10,frame000521_1436665422_535391.ppm,357821,4049.009455N,06908.790984W,2.620000000000,64.420000000000,211419,point,Scallop,447,452,507,514,alive
165053,350860,10,frame000529_1436665424_436633.ppm,357825,4049.011944N,06908.790969W,2.630000000000,64.460000000000,211420,point,Scallop,467,465,520,522,alive
165053,350860,10,frame000529_1436665424_436633.ppm,357825,4049.011944N,06908.790969W,2.630000000000,64.460000000000,211421,point,Scallop,294,6,365,82,alive
165054,350864,10,frame000537_1436665426_345684.ppm,357829,4049.013552N,06908.790964W,2.610000000000,64.500000000000,211422,point,Scallop,464,214,532,286,alive
165054,350864,10,frame000537_1436665426_345684.ppm,357829,4049.013552N,06908.790964W,2.610000000000,64.500000000000,211423,point,Scallop,782,774,854,851,alive
165055,350868,10,frame000545_1436665428_246893.ppm,357833,4049.013728N,06908.790964W,2.630000000000,64.518500000000,211424,point,Scallop,738,41,818,123,alive
165055,350868,10,frame000545_1436665428_246893.ppm,357833,4049.013728N,06908.790964W,2.630000000000,64.518500000000,211425,point,Scallop,387,158,456,230,alive
165055,350868,10,frame000545_1436665428_246893.ppm,357833,4049.013728N,06908.790964W,2.630000000000,64.518500000000,211426,point,Scallop,869,915,927,974,alive
165056,350872,10,frame000553_1436665430_148090.ppm,357837,4049.016802N,06908.791030W,2.580000000000,64.620000000000,211427,point,Scallop,1075,136,1140,199,alive
165057,350876,10,frame000561_1436665432_053179.ppm,357841,4049.018424N,06908.791035W,2.590760000000,64.650000000000,211428,point,Scallop,203,510,274,579,alive
165057,350876,10,frame000561_1436665432_053179.ppm,357841,4049.018424N,06908.791035W,2.590760000000,64.650000000000,211429,point,Scallop,1155,204,1205,253,alive
165057,350876,10,frame000561_1436665432_053179.ppm,357841,4049.018424N,06908.791035W,2.590760000000,64.650000000000,211430,point,Scallop,940,1,1001,49,alive
165058,350880,10,frame000569_1436665433_958378.ppm,357845,4049.019986N,06908.790984W,2.580000000000,64.700000000000,211431,point,Scallop,385,49,469,128,alive
165059,350884,10,frame000577_1436665435_863592.ppm,357849,4049.021614N,06908.791000W,2.590000000000,64.730000000000,211432,point,Scallop,972,860,1053,941,alive
165059,350884,10,frame000577_1436665435_863592.ppm,357849,4049.021614N,06908.791000W,2.590000000000,64.730000000000,211433,point,Scallop,180,560,246,628,alive
165059,350884,10,frame000577_1436665435_863592.ppm,357849,4049.021614N,06908.791000W,2.590000000000,64.730000000000,211434,point,Scallop,784,324,821,365,alive
165060,350888,10,frame000585_1436665437_764665.ppm,357853,4049.023212N,06908.791015W,2.600000000000,64.771600000000,211435,point,Scallop,280,341,346,407,alive
165060,350888,10,frame000585_1436665437_764665.ppm,357853,4049.023212N,06908.791015W,2.600000000000,64.771600000000,211436,point,Scallop,567,252,634,315,alive
165060,350888,10,frame000585_1436665437_764665.ppm,357853,4049.023212N,06908.791015W,2.600000000000,64.771600000000,211437,point,Scallop,1053,135,1119,210,alive
165062,350896,10,frame000601_1436665441_579077.ppm,357861,4049.026478N,06908.791035W,2.540000000000,64.870000000000,211438,point,Scallop,429,803,484,860,alive
165062,350896,10,frame000601_1436665441_579077.ppm,357861,4049.026478N,06908.791035W,2.540000000000,64.870000000000,211439,point,Scallop,924,111,993,181,alive
165062,350896,10,frame000601_1436665441_579077.ppm,357861,4049.026478N,06908.791035W,2.540000000000,64.870000000000,211440,point,Scallop,1164,481,1205,528,alive
165062,350896,10,frame000601_1436665441_579077.ppm,357861,4049.026478N,06908.791035W,2.540000000000,64.870000000000,211441,point,Scallop,1234,812,1280,858,alive
165063,350900,10,frame000609_1436665443_488160.ppm,357865,4049.028141N,06908.791025W,2.540000000000,64.870000000000,211442,point,Scallop,799,181,862,247,alive
165063,350900,10,frame000609_1436665443_488160.ppm,357865,4049.028141N,06908.791025W,2.540000000000,64.870000000000,211443,point,Scallop,533,844,598,910,alive
165063,350900,10,frame000609_1436665443_488160.ppm,357865,4049.028141N,06908.791025W,2.540000000000,64.870000000000,211444,point,Scallop,67,769,132,831,alive
165065,350908,10,frame000625_1436665447_294572.ppm,357873,4049.030914N,06908.791005W,2.540000000000,64.880000000000,211445,point,Scallop,362,423,429,487,alive
165065,350908,10,frame000625_1436665447_294572.ppm,357873,4049.030914N,06908.791005W,2.540000000000,64.880000000000,211446,point,Scallop,1125,376,1202,453,alive
165068,350920,10,frame000649_1436665453_010075.ppm,357885,4049.036268N,06908.790969W,2.519920000000,64.910000000000,211447,point,Dogfish shark,545,473,545,473,alive
165068,350920,10,frame000649_1436665453_010075.ppm,357885,4049.036268N,06908.790969W,2.519920000000,64.910000000000,211448,point,Scallop,855,400,933,473,alive
165068,350920,10,frame000649_1436665453_010075.ppm,357885,4049.036268N,06908.790969W,2.519920000000,64.910000000000,211449,point,Scallop,593,587,653,648,alive
165069,350924,10,frame000657_1436665454_919146.ppm,357889,4049.037879N,06908.790995W,2.520000000000,64.920000000000,211450,point,Scallop,859,679,933,749,alive
165070,350928,10,frame000665_1436665456_820362.ppm,357893,4049.039493N,06908.791025W,2.560000000000,64.914700000000,211451,point,Scallop,823,495,881,553,alive
165070,350928,10,frame000665_1436665456_820362.ppm,357893,4049.039493N,06908.791025W,2.560000000000,64.914700000000,211452,point,Scallop,1057,614,1129,684,alive
165070,350928,10,frame000665_1436665456_820362.ppm,357893,4049.039493N,06908.791025W,2.560000000000,64.914700000000,211453,point,Scallop,209,642,281,700,alive
165070,350928,10,frame000665_1436665456_820362.ppm,357893,4049.039493N,06908.791025W,2.560000000000,64.914700000000,211454,point,Scallop,141,404,234,484,dead
165071,350932,10,frame000673_1436665458_729559.ppm,357897,4049.041110N,06908.791025W,2.540000000000,64.920400000000,211455,point,Scallop,988,767,1073,847,alive
165073,350940,10,frame000689_1436665462_543849.ppm,357905,4049.044317N,06908.790984W,2.540000000000,64.960000000000,211456,point,Scallop,1020,778,1091,848,alive
165073,350940,10,frame000689_1436665462_543849.ppm,357905,4049.044317N,06908.790984W,2.540000000000,64.960000000000,211457,point,Scallop,94,578,167,641,alive
165074,350944,10,frame000697_1436665464_445053.ppm,357909,4049.045936N,06908.790984W,2.540000000000,64.980000000000,211458,point,Scallop,685,797,753,863,alive
165074,350944,10,frame000697_1436665464_445053.ppm,357909,4049.045936N,06908.790984W,2.540000000000,64.980000000000,211459,point,Scallop,233,633,318,709,alive
165074,350944,10,frame000697_1436665464_445053.ppm,357909,4049.045936N,06908.790984W,2.540000000000,64.980000000000,211460,point,Scallop,33,42,92,105,alive
165075,350948,10,frame000705_1436665466_354135.ppm,357913,4049.047541N,06908.790979W,2.550000000000,65.000000000000,211461,point,Scallop,1225,336,1274,401,alive
165075,350948,10,frame000705_1436665466_354135.ppm,357913,4049.047541N,06908.790979W,2.550000000000,65.000000000000,211462,point,Scallop,295,110,362,181,dead
165076,350952,10,frame000713_1436665468_259341.ppm,357917,4049.049158N,06908.791040W,2.580000000000,65.030000000000,211463,point,Scallop,199,691,261,754,alive
165076,350952,10,frame000713_1436665468_259341.ppm,357917,4049.049158N,06908.791040W,2.580000000000,65.030000000000,211464,point,Scallop,1031,605,1101,666,alive
165076,350952,10,frame000713_1436665468_259341.ppm,357917,4049.049158N,06908.791040W,2.580000000000,65.030000000000,211465,point,Scallop,1193,705,1229,742,alive
165077,350956,10,frame000721_1436665470_164547.ppm,357921,4049.050778N,06908.791010W,2.510000000000,65.063700000000,211466,point,Scallop,50,10,116,78,alive
165077,350956,10,frame000721_1436665470_164547.ppm,357921,4049.050778N,06908.791010W,2.510000000000,65.063700000000,211467,point,Scallop,106,165,143,202,alive
165077,350956,10,frame000721_1436665470_164547.ppm,357921,4049.050778N,06908.791010W,2.510000000000,65.063700000000,211468,point,Scallop,188,577,222,614,alive
165078,350960,10,frame000729_1436665472_073635.ppm,357925,4049.052312N,06908.791000W,2.540000000000,65.070000000000,211469,point,Scallop,37,635,97,692,alive
165078,350960,10,frame000729_1436665472_073635.ppm,357925,4049.052312N,06908.791000W,2.540000000000,65.070000000000,211470,point,Scallop,874,6,919,59,alive
165080,350968,10,frame000745_1436665475_884185.ppm,357933,4049.055638N,06908.791015W,2.550000000000,65.100000000000,211471,point,Dogfish shark,324,583,324,583,alive
165080,350968,10,frame000745_1436665475_884185.ppm,357933,4049.055638N,06908.791015W,2.550000000000,65.100000000000,211472,point,Scallop,1145,44,1214,109,alive
165080,350968,10,frame000745_1436665475_884185.ppm,357933,4049.055638N,06908.791015W,2.550000000000,65.100000000000,211473,point,Scallop,1235,692,1293,761,alive
165080,350968,10,frame000745_1436665475_884185.ppm,357933,4049.055638N,06908.791015W,2.550000000000,65.100000000000,211474,point,Scallop,988,781,1042,831,alive
165080,350968,10,frame000745_1436665475_884185.ppm,357933,4049.055638N,06908.791015W,2.550000000000,65.100000000000,211475,point,Scallop,469,772,506,821,alive
165081,350972,10,frame000753_1436665477_789122.ppm,357937,4049.057227N,06908.791025W,2.520000000000,65.130000000000,211476,point,Scallop,1105,440,1178,512,alive
165083,350980,10,frame000769_1436665481_603535.ppm,357945,4049.060504N,06908.791000W,2.560000000000,65.100000000000,211477,point,Scallop,1042,75,1111,142,dead
165083,350980,10,frame000769_1436665481_603535.ppm,357945,4049.060504N,06908.791000W,2.560000000000,65.100000000000,211478,point,Scallop,33,81,130,169,dead
165083,350980,10,frame000769_1436665481_603535.ppm,357945,4049.060504N,06908.791000W,2.560000000000,65.100000000000,211479,point,Scallop,599,870,669,926,alive
165085,350988,10,frame000785_1436665485_409824.ppm,357953,4049.063753N,06908.790979W,2.570000000000,65.150000000000,211480,point,Scallop,963,802,1022,855,alive
165085,350988,10,frame000785_1436665485_409824.ppm,357953,4049.063753N,06908.790979W,2.570000000000,65.150000000000,211481,point,Scallop,650,921,712,978,alive
165090,351008,10,frame000825_1436665494_939604.ppm,357973,4049.071900N,06908.790984W,2.540000000000,65.200000000000,211482,point,Scallop,486,767,580,854,alive
165090,351008,10,frame000825_1436665494_939604.ppm,357973,4049.071900N,06908.790984W,2.540000000000,65.200000000000,211483,point,Scallop,2,859,84,950,alive
165090,351008,10,frame000825_1436665494_939604.ppm,357973,4049.071900N,06908.790984W,2.540000000000,65.200000000000,211484,point,Scallop,416,201,489,273,alive
165092,351016,10,frame000841_1436665498_754016.ppm,357981,4049.075115N,06908.790964W,2.490000000000,65.189000000000,211485,point,Scallop,462,122,550,205,alive
165093,351020,10,frame000849_1436665500_655098.ppm,357985,4049.076763N,06908.790959W,2.510000000000,65.180100000000,211486,point,Scallop,1052,589,1155,686,alive
165093,351020,10,frame000849_1436665500_655098.ppm,357985,4049.076763N,06908.790959W,2.510000000000,65.180100000000,211487,point,Scallop,354,242,432,322,dead
165093,351020,10,frame000849_1436665500_655098.ppm,357985,4049.076763N,06908.790959W,2.510000000000,65.180100000000,211488,point,Scallop,294,445,372,527,alive
165093,351020,10,frame000849_1436665500_655098.ppm,357985,4049.076763N,06908.790959W,2.510000000000,65.180100000000,211489,point,Scallop,102,17,181,94,alive
165093,351020,10,frame000849_1436665500_655098.ppm,357985,4049.076763N,06908.790959W,2.510000000000,65.180100000000,211490,point,Scallop,1024,258,1097,323,alive
165094,351024,10,frame000857_1436665502_560309.ppm,357989,4049.078049N,06908.791000W,2.490000000000,65.190000000000,211491,point,Scallop,756,386,831,465,alive
165094,351024,10,frame000857_1436665502_560309.ppm,357989,4049.078049N,06908.791000W,2.490000000000,65.190000000000,211492,point,Scallop,986,223,1049,294,alive
165094,351024,10,frame000857_1436665502_560309.ppm,357989,4049.078049N,06908.791000W,2.490000000000,65.190000000000,211493,point,Scallop,903,124,971,188,alive
165094,351024,10,frame000857_1436665502_560309.ppm,357989,4049.078049N,06908.791000W,2.490000000000,65.190000000000,211494,point,Scallop,963,687,1029,753,alive
165094,351024,10,frame000857_1436665502_560309.ppm,357989,4049.078049N,06908.791000W,2.490000000000,65.190000000000,211495,point,Scallop,761,835,825,888,alive
165094,351024,10,frame000857_1436665502_560309.ppm,357989,4049.078049N,06908.791000W,2.490000000000,65.190000000000,211496,point,Scallop,527,882,611,956,alive
165095,351028,10,frame000865_1436665504_465510.ppm,357993,4049.080000N,06908.791030W,2.471730000000,65.150000000000,211497,point,Scallop,469,741,545,816,alive
165096,351032,10,frame000873_1436665506_370591.ppm,357997,4049.081608N,06908.791080W,2.500000000000,65.120000000000,211498,point,Scallop,1078,28,1159,101,alive
165096,351032,10,frame000873_1436665506_370591.ppm,357997,4049.081608N,06908.791080W,2.500000000000,65.120000000000,211499,point,Scallop,516,288,595,371,alive
165097,351036,10,frame000881_1436665508_279804.ppm,358001,4049.083247N,06908.791075W,2.508610000000,65.120000000000,211500,point,Scallop,669,753,708,791,alive
165098,351040,10,frame000889_1436665510_185004.ppm,358005,4049.084857N,06908.791006W,2.510000000000,65.140000000000,211501,point,Scallop,258,65,344,155,alive
165099,351044,10,frame000897_1436665512_090085.ppm,358009,4049.086453N,06908.790984W,2.500000000000,65.150000000000,211502,point,Scallop,971,534,1039,605,alive
165099,351044,10,frame000897_1436665512_090085.ppm,358009,4049.086453N,06908.790984W,2.500000000000,65.150000000000,211503,point,Scallop,1025,392,1077,441,alive
165099,351044,10,frame000897_1436665512_090085.ppm,358009,4049.086453N,06908.790984W,2.500000000000,65.150000000000,211504,point,Scallop,1204,254,1274,319,alive
165100,351048,10,frame000905_1436665513_995292.ppm,358013,4049.088059N,06908.791045W,2.500000000000,65.140000000000,211505,point,Scallop,666,17,753,95,alive
